"","sex","age","degree","income","income_vs_average","satisfaction","happy"
"913","Male",40,"Bachelors",12,"Above average","More of less satisfied","Pretty happy"
"914","Female",60,"associate/junior college",5,"Above average","Not satisfied","Pretty happy"
"915","Female",60,"Hight school",12,"Average","Pretty satisfied","Not too happy"
"916","Male",59,"Hight school",12,"Above average","Pretty satisfied","Pretty happy"
"917","Female",72,"associate/junior college",12,"Far below average","More of less satisfied","Very happy"
"918","Female",48,"Less than high school",12,"Below average","Not satisfied","Pretty happy"
"919","Female",68,"associate/junior college",9,"Average","Pretty satisfied","Very happy"
"920","Female",40,"Hight school",2,"Far below average","Not satisfied","Not too happy"
"921","Female",25,"associate/junior college",9,"Far below average","Not satisfied","Pretty happy"
"922","Female",32,"associate/junior college",10,"Average","Not satisfied","Not too happy"
"923","Male",39,"Hight school",12,"Average","Pretty satisfied","Pretty happy"
"924","Female",68,"Hight school",8,"Below average","Not satisfied","Pretty happy"
"925","Female",75,"Hight school",7,"Below average","Not satisfied","Not too happy"
"926","Female",37,"associate/junior college",12,"Average","More of less satisfied","Very happy"
"927","Male",66,"Hight school",12,"Average","More of less satisfied","Pretty happy"
"928","Male",58,"Bachelors",12,"Above average","Pretty satisfied","Very happy"
"929","Female",54,"Hight school",12,"Below average","Not satisfied","Not too happy"
"930","Male",23,"associate/junior college",12,"Average","Pretty satisfied","Pretty happy"
"931","Female",33,"Hight school",10,"Below average","Not satisfied","Pretty happy"
"932","Female",58,"associate/junior college",12,"Average","Pretty satisfied","Pretty happy"
"933","Male",47,"Bachelors",12,"Average","Not satisfied","Not too happy"
"934","Male",62,"Bachelors",12,"Above average","Pretty satisfied","Pretty happy"
"935","Male",42,"Bachelors",11,"Average","More of less satisfied","Very happy"
"936","Female",39,"Bachelors",12,"Above average","Pretty satisfied","Very happy"
"937","Female",50,"associate/junior college",11,"Above average","More of less satisfied","Pretty happy"
"938","Male",67,"Hight school",1,"Below average","More of less satisfied","Pretty happy"
"939","Female",28,"associate/junior college",12,"Average","More of less satisfied","Pretty happy"
"940","Male",84,"Hight school",12,"Average","More of less satisfied","Pretty happy"
"941","Male",46,"associate/junior college",12,"Average","More of less satisfied","Very happy"
"942","Female",43,"Hight school",12,"Average","More of less satisfied","Pretty happy"
"943","Female",52,"Bachelors",12,"Average","More of less satisfied","Pretty happy"
"944","Female",38,"Graduate",12,"Below average","Not satisfied","Pretty happy"
"945","Female",57,"Graduate",12,"Above average","Pretty satisfied","Not too happy"
"946","Female",51,"Graduate",12,"Average","Not satisfied","Pretty happy"
"947","Female",50,"Bachelors",12,"Above average","Pretty satisfied","Pretty happy"
"948","Female",42,"Hight school",12,"Below average","Not satisfied","Pretty happy"
"949","Male",55,"Bachelors",12,"Above average","More of less satisfied","Pretty happy"
"950","Male",70,"Hight school",12,"Average","More of less satisfied","Not too happy"
"951","Female",64,"Hight school",9,"Below average","Not satisfied","Pretty happy"
"952","Female",67,"Hight school",12,"Average","More of less satisfied","Very happy"
"953","Male",41,"Hight school",12,"Average","More of less satisfied","Very happy"
"954","Female",80,"Hight school",12,"Below average","More of less satisfied","Pretty happy"
"955","Female",84,"Hight school",12,"Average","Not satisfied","Pretty happy"
"956","Male",65,"Bachelors",12,"Below average","More of less satisfied","Pretty happy"
"957","Female",87,"Hight school",12,"Below average","More of less satisfied","Not too happy"
"958","Female",61,"Hight school",10,"Far below average","Not satisfied","Pretty happy"
"959","Female",55,"Hight school",11,"Below average","Not satisfied","Pretty happy"
"960","Male",58,"Graduate",12,"Average","Not satisfied","Pretty happy"
"961","Female",62,"Graduate",12,"Average","More of less satisfied","Not too happy"
"962","Male",66,"Bachelors",12,"Above average","Pretty satisfied","Pretty happy"
"963","Male",33,"associate/junior college",12,"Below average","Not satisfied","Not too happy"
"964","Female",55,"associate/junior college",12,"Average","More of less satisfied","Very happy"
"965","Female",69,"Graduate",12,"Average","More of less satisfied","Pretty happy"
"966","Female",75,"Graduate",12,"Above average","Pretty satisfied","Pretty happy"
"967","Female",61,"Hight school",12,"Below average","Pretty satisfied","Pretty happy"
"968","Male",82,"Less than high school",12,"Below average","More of less satisfied","Not too happy"
"969","Female",77,"Hight school",12,"Below average","More of less satisfied","Not too happy"
"970","Female",72,"Hight school",2,"Below average","Not satisfied","Not too happy"
"971","Male",31,"Hight school",12,"Average","Not satisfied","Pretty happy"
"972","Female",67,"Graduate",12,"Average","Pretty satisfied","Pretty happy"
"973","Female",67,"Bachelors",12,"Above average","Pretty satisfied","Pretty happy"
"974","Female",74,"Hight school",12,"Below average","More of less satisfied","Pretty happy"
"975","Female",77,"Hight school",12,"Below average","More of less satisfied","Very happy"
"976","Female",52,"Hight school",10,"Below average","Not satisfied","Not too happy"
"977","Female",79,"Hight school",12,"Below average","Not satisfied","Not too happy"
"978","Female",58,"Hight school",12,"Far below average","Not satisfied","Not too happy"
"979","Female",27,"Less than high school",9,"Far below average","Not satisfied","Pretty happy"
"980","Female",52,"Graduate",12,"Below average","Pretty satisfied","Pretty happy"
"981","Female",26,"Hight school",12,"Below average","Not satisfied","Pretty happy"
"982","Male",34,"Bachelors",12,"Average","Pretty satisfied","Very happy"
"983","Female",70,"Less than high school",12,"Average","More of less satisfied","Very happy"
"984","Male",75,"Hight school",7,"Below average","Not satisfied","Pretty happy"
"985","Male",45,"Bachelors",12,"Far below average","Not satisfied","Pretty happy"
"986","Female",49,"associate/junior college",12,"Average","More of less satisfied","Pretty happy"
"987","Male",40,"Hight school",12,"Below average","More of less satisfied","Very happy"
"988","Female",46,"Hight school",12,"Below average","Not satisfied","Pretty happy"
"989","Female",57,"Hight school",9,"Far below average","Not satisfied","Not too happy"
"990","Female",43,"Less than high school",12,"Below average","More of less satisfied","Pretty happy"
"991","Male",53,"Bachelors",12,"Above average","Pretty satisfied","Pretty happy"
"992","Male",57,"Less than high school",12,"Below average","Pretty satisfied","Not too happy"
"993","Female",38,"associate/junior college",8,"Below average","Not satisfied","Pretty happy"
"994","Male",74,"Hight school",12,"Average","More of less satisfied","Very happy"
"995","Male",61,"Hight school",12,"Average","Pretty satisfied","Pretty happy"
"996","Male",67,"Hight school",12,"Average","Not satisfied","Pretty happy"
"997","Male",40,"Graduate",12,"Above average","More of less satisfied","Very happy"
"998","Male",86,"Graduate",12,"Above average","Pretty satisfied","Not too happy"
"999","Female",71,"Hight school",12,"Average","More of less satisfied","Pretty happy"
"1000","Male",25,"Bachelors",2,"Far below average","Pretty satisfied","Pretty happy"
"1001","Female",51,"Bachelors",12,"Below average","Not satisfied","Very happy"
"1002","Female",68,"Hight school",5,"Average","Pretty satisfied","Not too happy"
"1003","Male",64,"Hight school",12,"Average","More of less satisfied","Pretty happy"
"1004","Female",60,"Hight school",11,"Far below average","More of less satisfied","Very happy"
"1005","Male",73,"Hight school",11,"Below average","More of less satisfied","Pretty happy"
"1006","Male",45,"Hight school",12,"Average","Pretty satisfied","Pretty happy"
"1007","Female",60,"Hight school",11,"Below average","Not satisfied","Not too happy"
"1008","Female",29,"Bachelors",12,"Average","Pretty satisfied","Pretty happy"
"1009","Male",27,"Bachelors",1,"Above average","More of less satisfied","Pretty happy"
"1010","Female",35,"Hight school",12,"Above average","Pretty satisfied","Pretty happy"
"1011","Female",50,"Graduate",12,"Below average","Not satisfied","Pretty happy"
"1012","Female",36,"Hight school",12,"Average","Not satisfied","Pretty happy"
"1013","Female",62,"Less than high school",5,"Far below average","Not satisfied","Not too happy"
"1014","Female",49,"Hight school",12,"Average","More of less satisfied","Pretty happy"
"1015","Male",75,"Graduate",12,"Average","Pretty satisfied","Pretty happy"
"1016","Female",67,"Hight school",9,"Below average","Not satisfied","Pretty happy"
"1017","Female",28,"Hight school",4,"Below average","Not satisfied","Pretty happy"
"1018","Female",62,"Bachelors",12,"Average","More of less satisfied","Very happy"
"1019","Female",62,"Graduate",12,"Below average","Pretty satisfied","Very happy"
"1020","Female",70,"Bachelors",12,"Below average","Pretty satisfied","Pretty happy"
"1021","Female",31,"Hight school",6,"Below average","Not satisfied","Not too happy"
"1022","Female",31,"Less than high school",12,"Below average","Not satisfied","Not too happy"
"1023","Male",74,"Bachelors",12,"Average","More of less satisfied","Pretty happy"
"1024","Male",41,"Hight school",2,"Far below average","Not satisfied","Not too happy"
"1025","Male",76,"Hight school",12,"Average","Not satisfied","Very happy"
"1026","Female",41,"Bachelors",12,"Below average","More of less satisfied","Pretty happy"
"1027","Male",68,"Hight school",12,"Above average","More of less satisfied","Pretty happy"
"1028","Male",71,"Hight school",12,"Average","More of less satisfied","Pretty happy"
"1029","Female",47,"Hight school",12,"Average","Not satisfied","Not too happy"
"1030","Female",36,"Hight school",11,"Below average","Not satisfied","Pretty happy"
"1031","Female",73,"Hight school",12,"Far above average","Pretty satisfied","Very happy"
"1032","Female",39,"Hight school",12,"Below average","More of less satisfied","Pretty happy"
"1033","Female",75,"Bachelors",12,"Above average","Pretty satisfied","Very happy"
"1034","Female",35,"Hight school",10,"Below average","More of less satisfied","Very happy"
"1035","Male",45,"Hight school",12,"Average","Not satisfied","Pretty happy"
"1036","Female",52,"associate/junior college",12,"Average","More of less satisfied","Pretty happy"
"1037","Female",55,"Less than high school",11,"Average","More of less satisfied","Pretty happy"
"1038","Female",37,"Hight school",9,"Average","More of less satisfied","Pretty happy"
"1039","Male",49,"Hight school",12,"Average","More of less satisfied","Pretty happy"
"1040","Male",41,"Bachelors",12,"Above average","Pretty satisfied","Pretty happy"
"1041","Male",67,"Bachelors",12,"Average","Pretty satisfied","Pretty happy"
"1042","Female",51,"Graduate",12,"Average","More of less satisfied","Not too happy"
"1043","Female",52,"Graduate",12,"Far below average","Not satisfied","Not too happy"
"1044","Female",72,"associate/junior college",12,"Average","More of less satisfied","Very happy"
"1045","Female",71,"Bachelors",12,"Average","Pretty satisfied","Pretty happy"
"1046","Female",64,"Hight school",12,"Average","More of less satisfied","Very happy"
"1047","Female",44,"Hight school",12,"Above average","Pretty satisfied","Pretty happy"
"1048","Male",74,"Bachelors",12,"Above average","Pretty satisfied","Very happy"
"1049","Male",37,"Bachelors",12,"Above average","Pretty satisfied","Very happy"
"1050","Female",58,"Bachelors",12,"Below average","More of less satisfied","Very happy"
"1051","Male",33,"Hight school",12,"Average","More of less satisfied","Pretty happy"
"1052","Female",77,"Hight school",11,"Average","More of less satisfied","Not too happy"
"1053","Female",54,"Bachelors",12,"Average","More of less satisfied","Pretty happy"
"1054","Female",48,"associate/junior college",12,"Below average","More of less satisfied","Pretty happy"
"1055","Male",73,"Graduate",12,"Below average","More of less satisfied","Very happy"
"1056","Female",30,"Hight school",4,"Average","Not satisfied","Pretty happy"
"1057","Male",46,"Hight school",9,"Below average","More of less satisfied","Very happy"
"1058","Female",49,"Less than high school",2,"Far below average","More of less satisfied","Not too happy"
"1059","Male",80,"Less than high school",12,"Above average","Pretty satisfied","Very happy"
"1060","Female",41,"Hight school",12,"Average","Pretty satisfied","Pretty happy"
"1061","Female",32,"Hight school",12,"Below average","More of less satisfied","Very happy"
"1062","Female",32,"Graduate",12,"Above average","More of less satisfied","Pretty happy"
"1063","Female",34,"Hight school",12,"Average","Pretty satisfied","Very happy"
